right_knee_angle,left_knee_angle,hip_angle
45.174626155338,41.57108910650813,46.07336208104485
46.682353579104706,48.24915372952583,48.16140615610471
40.866991896128724,42.18652488025463,46.54510580162598
46.541357852736624,46.54514305891814,56.558194471964164
46.712671532079504,48.4066969205418,47.86200529047961
46.954173753917395,44.054192266078964,47.276907661479804
42.681524356387285,44.28954417977997,43.54390935651269
45.245622418158966,51.94397570002052,39.39820442222476
47.05878057112354,40.16185238643104,43.5842044026317
48.266851790902095,45.19284005728639,41.76676566621208
42.854088872220096,47.038793246804026,42.80890010484859
45.64937576874593,45.136715519711444,43.04519895718255
51.43183226797598,46.90175706695403,38.924572240027175
45.55936294430828,43.01464060569484,47.55730000438867
42.6224377847019,44.655790675599306,46.514961836941374
47.59726558251037,41.39911077883267,43.996496292477154
43.57516406651713,43.04001230227887,50.29636272084329
46.21494513288287,41.217348136994865,47.75358584116433
51.3664685910379,48.09739578165344,40.44189010213796
43.54729778140125,48.80073344755987,42.87699160314366
46.33145828443868,47.32390216028801,42.219208585265754
44.8214239318146,35.276197979792784,41.92683707599713
44.24229554582052,41.256650454105454,49.897233911794906
40.7095758661181,43.67986653990905,45.39222173185827
49.323819867198345,40.69241354646168,48.48949125646488
45.03069918305876,42.05547404685615,46.38631042278981
45.59717908672041,43.19934936852361,45.209406254970055
43.844059209414716,45.340552035753745,46.98639202356314
49.75805044843606,41.28655350351945,51.3991001239688
39.143736601432494,44.54464471489325,46.76495161945373
45.8429756032051,43.13190144053822,44.375633248928175
43.5209971960235,43.231905729167366,47.54880629106307
46.07104645789514,42.92127121421804,47.69879962629975
45.92189856262983,47.43858635651688,46.888886525770836
42.51301496723379,43.31945687940909,47.24188081536978
47.1341410993307,44.93729521810756,45.35198214992634
49.43905529342588,43.22528583349251,46.641292143510114
45.302512951789225,44.34695639031834,48.29633055596157
48.6883702590853,47.440528908001916,48.91643642146299
46.578163040049795,47.04585891388489,44.06919973021963
47.79068087564715,44.60957083689695,45.29098789497815
48.90668319752287,42.54533795029958,51.27716182705638
44.40619027974331,41.3574341616368,48.474332620500206
50.102260809161535,46.87235945115646,46.88503652779284
47.99356271176229,42.308236885542506,45.22741367458118
46.301848198797,47.925359200253254,44.55882785549358
46.159872045986106,44.03584247504102,46.23879436282687
47.24822028098201,42.5333388133007,45.731061634475736
49.977323955750414,43.47917047388661,43.586885083145035
50.24160435752746,40.65574697550803,40.77760867687034
47.693152184727545,44.35965854486446,45.932722696794016
54.577583802363804,47.57297886960606,44.52018441010972
50.39749683083739,41.99241190608657,44.94446059202283
49.891599840815346,45.96815568101427,42.51830716934303
52.61864560332958,49.59821673900773,44.67371955462943
52.568771529933194,47.07043197513334,43.79633858434249
52.33894411209791,45.03777720234538,45.293028295646494
49.65066761813057,45.07353052277683,46.49399487373635
56.6261580961124,47.87781247825562,51.45954737253467
50.273714887093426,47.61696191016203,45.55002601721505
59.448196678440894,42.57510514393454,42.48083447345767
51.38364024548611,38.62831282707058,43.42273493495772
51.20745050018739,45.451181359428624,46.02526792733148
59.416391305526446,47.85127151455815,43.26928903301279
51.39566507686402,46.475757514519515,41.03930037893807
59.888315691502456,48.53832036216386,43.592473043685885
49.55756610969706,49.06161712249624,44.65638046424215
58.71344893592038,40.2167170236169,43.20187493113868
55.318761402184855,45.140941781294224,43.64980358556227
57.4746104031031,41.79713871185221,44.57286154493612
56.26997780422661,46.543316502176246,47.13484463426667
52.8381949366076,40.39765748779313,48.83303046569553
57.51209355109029,42.75454039033034,49.65345592656757
57.165205721060396,48.53789155219148,45.20255544423033
63.30345589585808,50.26602252732961,44.25310755456278
60.33895527710549,46.93612784875544,49.105894672597046
54.83250234553241,47.058154379995315,48.175273460548766
52.75408457103369,41.45022446200267,38.8823034667197
57.525112829999664,47.152626767387886,49.507071156288085
58.858647977622965,49.88584663671388,40.85969562535533
53.82924662132847,44.83335690331015,46.152196346817924
59.144339998141966,38.79767369988037,44.73263988146164
55.63204604393999,47.009017646490115,46.09979473829055
57.028845489502785,43.45839924798992,41.822359434333144
59.963477859695644,47.865426961503715,42.04282186099337
61.96668500109899,43.40922714488268,42.621381503212966
60.43648467771209,41.89427303274188,43.33905208395846
57.466972382839515,50.89417539874917,45.105790655915186
59.26445983965861,45.641939732202665,44.66301585092751
61.003757868067,46.84250010013027,47.27252313014191
60.37819352686539,43.27254527806596,44.17484490854507
55.36696377852052,40.45442681340434,49.100622802333575
67.51066071626143,44.25289188133087,46.7296708891673
63.81253834241849,54.236642425365716,48.35872473430373
62.79806540737589,42.133378678198724,40.18066103922728
64.09523939245015,42.73094776414709,40.73323887120698
61.84816013515121,41.75535598915681,50.06142490521769
66.73582836175744,44.97608207605015,49.43983241667008
64.62604431688224,42.41614739601521,49.56937223180897
66.31369982802367,41.88826153702063,44.428983965749175
62.37314523984573,40.85160080710699,47.778532642594925
71.0312802244407,40.80429727854258,46.68890771007171
63.654132898695124,43.53862384870591,43.22281822728339
63.31711860005146,45.14556488383448,42.507149650766884
67.02349168946073,44.84928567165259,44.28315585940077
63.79246052902672,43.269686008295004,47.26617367747727
68.32093338105497,42.067334265604345,45.29799691628768
69.3753734913275,39.99178415663589,46.63008057713981
65.43637114740488,46.711796005779476,42.71022253037245
62.31262642527917,40.117372686350514,45.14425483998414
68.80947053546748,42.28705012468677,46.91577737633212
63.348773146526455,44.80176060405805,41.36695140071263
66.68085531295716,45.142196013949246,42.418759904148146
67.78572730670446,48.01887842764332,43.26932439143055
71.74950057861966,41.61087943602715,46.58941253374585
73.87016040742824,37.58506649961813,42.60931423358857
71.57970123002647,44.390863841871024,46.11343762011393
68.33955959136769,45.2597693624187,44.532968293823764
73.95789163952487,45.76326252990364,46.01280798622561
69.52194485920836,43.53718132778252,43.70232543654114
72.24396248774096,43.73704655753921,45.86932457068924
77.58983875957269,47.61337411029508,44.02192940349648
75.2703084331585,43.77577388093535,38.88562639446644
68.94543803694475,39.387624236922434,43.94545954787608
72.32798241029593,50.02931193682585,45.980782121292485
71.918455989331,47.48821674355047,38.36659407297634
73.58563155311357,47.3125955816609,40.564241262660474
76.61308031143898,46.01548922248324,43.7541362582976
75.38319408316734,51.81207857341319,45.545598765175484
74.5325405467798,43.62191730137927,42.45046689160562
76.58191654054184,42.431748522273395,45.21469871165818
72.96096705364404,46.43693947723918,46.00098631586084
77.80958952974339,43.46995080343576,44.19037519411989
72.06370885265308,43.66712021977167,46.131901479134555
