Window_Index,Anomaly_Score,Hip_Velocity,Smoothed_Rolling,Smoothed_EMA
51,0.1925411402081582,5.069289641899395,0.3872946920961222,0.32530396245028426
52,0.3384610001529793,4.863995055684302,0.3492746695048265,0.329689641684516
53,0.3058381444204339,5.046450739432201,0.37608046943206713,0.3217391425964886
54,0.5154997612479755,5.058614494659737,0.3028764061453889,0.3863260154803176
55,0.4656400595580993,4.857129716394726,0.3635960211175292,0.4127640301729115
56,0.4196087616113192,5.373154902228952,0.40900954539816137,0.41504560731904744
57,0.1546061879256073,5.0947665841823575,0.37223858295268697,0.32823246752123414
58,0.1656317157017819,4.76173930055947,0.3441972972089566,0.2740322169147501
59,0.4877725635611796,5.131310721726766,0.33865185767159744,0.34527899913022664
60,0.2395871189226449,4.805063665954536,0.2934412695445065,0.31004837239436606
61,0.0928294883319085,5.15741692074849,0.22808541488862438,0.23764207770688023
62,0.5531674870030141,5.23171911580148,0.3077976747041058,0.34281721413892485
63,0.5981033120403354,4.835863536329658,0.39429199397181647,0.4279125801060617
64,0.406262911197099,5.192675225848864,0.37799006349900033,0.4206960238030742
65,0.6781200142854115,5.0825561853873,0.46569664257155363,0.50650402063052
66,0.0360050607901669,5.164412031998898,0.4543317570632054,0.34967103401706906
67,0.5017664489460121,5.379358596530789,0.4440515494518049,0.4003695056600501
68,0.180818012523817,4.950922376799426,0.36059448954850126,0.3271856746146391
69,0.3225598773025621,4.849252767128502,0.3438538827695939,0.3256437421772801
70,0.1806978027542069,4.822097114074896,0.24436944046335302,0.2773284290362557
71,0.8379838004743639,4.836837943006913,0.40476518840019243,0.4642135528489585
72,0.1558440540377343,4.98457965811718,0.33558070941853685,0.36142371991188377
73,0.989218379631141,5.0682303949633285,0.49726078284000164,0.5706886064849696
74,1.585734621010389,5.055338159866004,0.749895731581567,0.9090372779934428
75,0.7557788383945085,5.165436649807205,0.8649119387096273,0.8579511314604648
76,0.4573166375673614,4.940100378375582,0.7887785061282269,0.7244063001627637
77,0.6322622959225889,5.165706815431463,0.8840621545051978,0.6936916320827055
78,0.5976045261987857,4.7595686333524085,0.8057393838187267,0.6616625967880656
79,1.6144741124728603,5.294033833317924,0.8114872821112209,0.9792664353496638
80,0.7994911163325491,4.812633469553001,0.8202297376988291,0.9193413290106256
81,0.9371769754110456,4.453568488716743,0.9162018052675659,0.9252865444774323
82,1.5665332292673098,4.348321500387778,1.10305599193651,1.1390354394073916
83,1.1556868332747547,4.596494483048637,1.214672453351704,1.144585904029846
84,1.369764042825904,4.39280744293483,1.1657304394223127,1.219645283628532
85,1.285361280412958,4.517800098818419,1.2629044722383944,1.2415506158900074
86,1.561149334713106,4.407147524914709,1.3876989440988066,1.3480835221643737
87,1.3367893479332904,4.235434217468625,1.3417501678320025,1.3443187974206792
88,1.506259412228347,4.018141256386319,1.411864683622721,1.3982990023565685
89,1.566978544142885,3.822030555062828,1.4513075838861174,1.4545255162853408
90,1.4278491195016063,3.9731970095865954,1.4798051517038469,1.445633384024096
91,1.9325983573354104,4.171279758864695,1.5540949562283077,1.607955041794534
92,1.868267926249021,3.9803187488260408,1.6603906718914536,1.6947260032793632
93,1.7500379698506083,3.625852244257602,1.7091463834159062,1.7131633254697782
94,1.8512264903591824,3.847136185170237,1.7659959726591659,1.759184380432913
95,2.455895405100542,3.827063475945767,1.9716052297789528,1.9914213886554561
96,1.94116358680815,3.5107285127597736,1.9733182756735008,1.9746687880396876
97,1.992596601607186,3.655745021189105,1.9981840107451336,1.9806447258955204
98,1.933591211079851,3.5741417436892,2.0348946589909827,1.9649602209569639
99,2.1172935666875734,3.271405940433876,2.0881080742566605,2.015738002867167
